family,glottocode
Sino-Tibetan,chot1240
Austroasiatic,chow1240
Austroasiatic,chra1242
Austronesian,chru1238
Austronesian,chru1239
Austronesian,chru1240
Hmong-Mien,chua1248
Nuclear Trans New Guinea,chua1249
Nuclear Trans New Guinea,chua1250
Chibchan,chua1255
Bookkeeping,chua1256
Sino-Tibetan,chug1251
Sino-Tibetan,chug1252
Japonic,chug1253
Eskimo-Aleut,chug1254
Mayan,chuj1249
Mayan,chuj1250
Bookkeeping,chuj1251
Sino-Tibetan,chuk1269
Sino-Tibetan,chuk1270
NA,chuk1271
Chukotko-Kamchatkan,chuk1272
Chukotko-Kamchatkan,chuk1273
Atlantic-Congo,chuk1274
Turkic,chul1246
Atlantic-Congo,chum1261
NA,chum1262
Quechuan,chum1263
Bookkeeping,chum1264
Atlantic-Congo,chum1265
Sino-Tibetan,chun1246
Koreanic,chun1247
Sino-Tibetan,chuq1241
Quechuan,chuq1242
Indo-European,chur1254
Indo-European,chur1257
Indo-European,chur1258
Indo-European,chur1259
Indo-European,chur1260
Japonic,chus1237
Austroasiatic,chut1246
Austroasiatic,chut1247
Sino-Tibetan,chut1248
Austronesian,chut1251
Austroasiatic,chut1252
Austronesian,chuu1238
Turkic,chuv1255
Yukaghir,chuv1256
Atlantic-Congo,chuw1238
Atlantic-Congo,chuw1239
Sino-Tibetan,chuz1238
Atlantic-Congo,chwa1242
Khoe-Kwadi,chwa1243
Kartvelian,chxa1238
Austronesian,ciac1237
Afro-Asiatic,ciba1236
Atlantic-Congo,cici1237
Indo-European,cico1238
Nilotic,ciec1238
Nilotic,cien1238
Atlantic-Congo,cigb1235
Pidgin,cika1238
Indo-European,cimb1238
Atlantic-Congo,cimb1239
Sino-Tibetan,cimu1238
Austronesian,cina1236
Indo-European,cinc1234
Atlantic-Congo,cind1241
Atlantic-Congo,cind1242
Afro-Asiatic,cine1238
Tupian,cint1239
Abkhaz-Adyge,circ1239
Indo-European,circ1240
Austronesian,cire1239
Austronesian,cire1240
Indo-European,cisa1237
Indo-European,cisa1238
Atlantic-Congo,cish1238
Sign Language,cist1236
Nuclear Trans New Guinea,cita1245
Nuclear Trans New Guinea,cita1246
Sino-Tibetan,citl1238
Indo-European,civi1238
Afro-Asiatic,ciwo1236
Austronesian,cjin1234
Chinookan,clac1236
Salishan,clal1241
Indo-European,clas1249
Uto-Aztecan,clas1250
Quechuan,clas1251
Afro-Asiatic,clas1252
Afro-Asiatic,clas1253
Sino-Tibetan,clas1254
Sino-Tibetan,clas1255
Atlantic-Congo,clel1238
Atlantic-Congo,clel1239
NA,coah1252
Indo-European,coas1290
Atlantic-Congo,coas1292
Austronesian,coas1294
Austronesian,coas1295
Nuclear Torricelli,coas1296
Nuclear Trans New Guinea,coas1297
Kiwaian,coas1298
Eskimo-Aleut,coas1299
Tsimshian,coas1300
Miwok-Costanoan,coas1301
Cariban,coas1302
Austronesian,coas1305
Afro-Asiatic,coas1310
Salishan,coas1311
Tor-Orya,coas1312
Pama-Nyungan,coas1313
Otomanguean,coas1314
Austronesian,coas1315
Otomanguean,coas1316
Atlantic-Congo,coas1317
Sino-Tibetan,coas1318
Uralic,coas1319
Pama-Nyungan,coas1320
Pama-Nyungan,coas1321
Mixe-Zoque,coat1238
Mixe-Zoque,coat1239
Uto-Aztecan,coat1240
Otomanguean,coat1241
Otomanguean,coat1242
Otomanguean,coat1243
Otomanguean,coat1244
Otomanguean,coat1245
Yanomamic,coba1238
Atlantic-Congo,cobe1238
Tupian,coca1259
Tupian,coca1260
Tupian,coca1261
Indo-European,coch1270
NA,coch1271
Cochimi-Yuman,coch1272
Keresan,coch1273
Quechuan,coch1274
Austronesian,coco1260
Cochimi-Yuman,coco1261
Barbacoan,coco1262
Huitotoan,coer1236
Salishan,coeu1236
NA,cofa1242
Chibchan,cogu1240
Otomanguean,coic1238
Pama-Nyungan,cola1237
Unclassifiable,coli1235
Austronesian,coll1240
Sign Language,colo1249
Indo-European,colo1254
Nilotic,colo1255
Barbacoan,colo1256
Quechuan,colo1257
Salishan,colu1241
Salishan,colu1250
Salishan,colv1241
Uto-Aztecan,coma1245
Otomanguean,coma1246
NA,come1251
Tucanoan,come1252
Comecrudan,come1253
Indo-European,comm1243
Turkic,comm1245
Algic,comm1246
Sino-Tibetan,comm1247
Atlantic-Congo,como1258
Salishan,como1259
Atlantic-Congo,como1260
Pama-Nyungan,comp1236
Bookkeeping,cona1234
Unclassifiable,conc1237
Chiquitano,conc1244
Quechuan,conc1245
Austroasiatic,cond1241
Pama-Nyungan,cond1242
Atlantic-Congo,cong1236
Pano-Tacanan,coni1241
Indo-European,conn1243
Indo-European,cons1240
Indo-European,cons1241
Afro-Asiatic,cons1245
Chonan,cont1245
Indo-European,cont1247
Sino-Tibetan,coon1239
NA,coos1248
Coosan,coos1249
Mixe-Zoque,copa1236
Otomanguean,copa1237
Unclassifiable,copa1238
Atlantic-Congo,copi1238
Eskimo-Aleut,copp1244
Afro-Asiatic,copt1239
Athabaskan-Eyak-Tlingit,coqu1236
Uto-Aztecan,cora1259
Uto-Aztecan,cora1260
Uto-Aztecan,cora1261
Iroquoian,cord1234
Sino-Tibetan,core1246
Siouan,core1249
Mayan,core1251
Chibchan,core1252
Mayan,core1254
Atlantic-Congo,core1255
Atlantic-Congo,core1256
Sino-Tibetan,core1258
Otomanguean,core1259
Pama-Nyungan,core1260
Tucanoan,core1261
Sino-Tibetan,core1262
Otomanguean,core1263
Nuclear-Macro-Je,core1264
Atlantic-Congo,cori1240
Indo-European,corn1250
Indo-European,corn1251
Nilotic,coro1246
Quechuan,coro1247
Nuclear-Macro-Je,coro1248
Puri-Coroado,coro1249
Chibchan,coro1254
Atlantic-Congo,corr1234
Indo-European,cors1241
Indo-European,cors1242
Sino-Tibetan,cosa1234
Sign Language,cost1249
Miwok-Costanoan,cost1250
Sign Language,cost1251
Austronesian,cota1241
Quechuan,cota1242
Quechuan,cota1243
Kamakanan,coto1237
NA,coto1248
Indo-European,coto1252
Mixe-Zoque,cotz1238
Salishan,cowi1241
Salishan,cowl1242
Bookkeeping,coxi1236
Bookkeeping,coya1241
Otomanguean,coyo1236
Totonacan,coyu1235
Uto-Aztecan,coyu1239
Muskogean,cree1270
Algic,cree1271
Algic,cree1272
Indo-European,creo1235
Austroasiatic,creq1239
Indo-European,cret1243
Indo-European,cret1244
Indo-European,crim1254
Indo-European,crim1255
Turkic,crim1256
Turkic,crim1257
Indo-European,cris1238
Sign Language,croa1242
Indo-European,croa1245
Nuclear Trans New Guinea,croi1234
Atlantic-Congo,cros1244
Siouan,crow1244
Chumashan,cruz1243
Uralic,csan1238
Sign Language,csli1234
Austroasiatic,cuaa1241
Otomanguean,cuat1239
Sign Language,cuba1235
Atlantic-Congo,cuba1236
Tucanoan,cube1242
Tucanoan,cube1243
Nakh-Daghestanian,cuda1238
Unclassifiable,cuev1238
Guahiboan,cuib1242
Otomanguean,cuic1234
Timote-Cuica,cuic1235
NA,cuit1236
Arawan,culi1244
NA,cull1235
Cariban,cuma1240
Bookkeeping,cume1234
Indo-European,cune1239
Atlantic-Congo,cung1238
Tai-Kadai,cunn1236
Cariban,cunu1237
Austroasiatic,cuoi1242
Austroasiatic,cuoi1243
Uto-Aztecan,cupa1239
Uto-Aztecan,cupe1243
Cariban,cura1242
Tupian,cura1243
Atlantic-Congo,curb1234
Tucanoan,cure1236
Atlantic-Congo,curr1242
Arawakan,curr1243
Tupian,curu1244
Unclassifiable,cusa1237
Quechuan,cusc1235
Quechuan,cusc1236
Afro-Asiatic,cush1243
Atlantic-Congo,cutc1238
Katukinan,cuti1242
Afro-Asiatic,cuvo1236
Pano-Tacanan,cuya1239
Otomanguean,cuya1240
Austronesian,cuyo1237
Atlantic-Congo,cwib1235
Indo-European,cycl1238
Afro-Asiatic,cypr1248
Indo-European,cypr1249
Turkic,cypr1251
Sign Language,czec1253
Indo-European,czec1258
Indo-European,czec1259
Indo-European,czec1260
Indo-European,czec1261
Austronesian,daaa1238
Sino-Tibetan,daai1235
Sino-Tibetan,daai1236
Austronesian,daak1235
South Bougainville,daan1235
Afro-Asiatic,daas1238
Gumuz,daat1234
Gumuz,daat1235
Nubian,daba1243
Atlantic-Congo,daba1244
Afro-Asiatic,daba1260
Afro-Asiatic,daba1261
Afro-Asiatic,daba1262
Sino-Tibetan,daba1263
Sino-Tibetan,dabb1234
Tor-Orya,dabe1239
Pama-Nyungan,dabi1239
Berta,dabu1241
Austronesian,dabu1242
Sino-Tibetan,dacc1238
Indo-European,daci1234
Afro-Asiatic,dada1236
Atlantic-Congo,dadi1249
Teberan,dadi1250
Pama-Nyungan,dadi1251
Atlantic-Congo,dadj1238
Austronesian,dadu1237
Sino-Tibetan,dafa1241
Atlantic-Congo,dafa1242
Afro-Asiatic,daff1239
Atlantic-Congo,daga1272
Saharan,daga1273
NA,daga1274
Dagan,daga1275
Atlantic-Congo,daga1276
Tai-Kadai,daga1277
Atlantic-Congo,dagb1246
Atlantic-Congo,dagb1247
Central Sudanic,dagb1248
Maban,dage1243
Nuclear Trans New Guinea,dage1244
Nakh-Daghestanian,dagh1238
Narrow Talodi,dagi1241
Nuclear Trans New Guinea,dagi1242
Atlantic-Congo,dagl1238
Sino-Tibetan,dago1244
Yangmanic,dago1245
Sino-Tibetan,dagy1234
Atlantic-Congo,daha1240
Afro-Asiatic,daha1245
Afro-Asiatic,daha1247
Atlantic-Congo,daho1238
Austronesian,dahu1238
Tai-Kadai,daic1237
Austronesian,daii1239
Austronesian,daii1240
Nubian,dair1239
Tai-Kadai,daiz1235
Atlantic-Congo,daja1240
Austronesian,daja1241
Sino-Tibetan,daji1238
NA,daju1249
Austronesian,daka1243
Indo-European,dakh1243
Indo-European,dakh1244
Austronesian,dakk1238
Austronesian,dakl1237
Atlantic-Congo,dako1256
Siouan,dako1257
Siouan,dako1258
Siouan,dako1259
Sino-Tibetan,dakp1241
Sino-Tibetan,dakp1242
Atlantic-Congo,dakp1243
Austroasiatic,daks1239
Afro-Asiatic,daks1242
Gumuz,daku1239
Austronesian,dala1239
Indo-European,dald1238
Indo-European,dale1238
Sino-Tibetan,dali1242
Austronesian,dali1243
Austronesian,dali1244
Atlantic-Congo,dall1239
Indo-European,dalm1243
Indo-European,dalm1244
Atlantic-Congo,dalo1238
Narrow Talodi,dalo1239
Unclassifiable,dama1262
Atlantic-Congo,dama1266
Atlantic-Congo,dama1267
Atlantic-Congo,dama1268
Nilotic,dama1269
Khoe-Kwadi,dama1270
Austronesian,dama1271
NA,dama1272
Afro-Asiatic,dama1277
Indo-European,dama1278
Atlantic-Congo,damb1244
Kadugli-Krongo,damb1245
Austronesian,damb1246
Afro-Asiatic,damb1250
Mongolic,damb1251
Indo-European,dame1241
Yele,dami1238
Central Sudanic,damm1238
Atlantic-Congo,damo1238
Austronesian,damp1237
Sino-Tibetan,damu1236
Sino-Tibetan,damu1237
Austroasiatic,dana1252
Austronesian,dana1253
Nuclear Trans New Guinea,dana1254
Sino-Tibetan,danc1234
Dravidian,dand1238
Atlantic-Congo,dand1239
Indo-European,dang1258
Indo-European,dang1259
Indo-European,dang1260
Indo-European,dang1261
Pama-Nyungan,dang1262
Austronesian,dang1263
Afro-Asiatic,dang1274
Afro-Asiatic,dang1275
Afro-Asiatic,dang1276
Indo-European,dang1277
Sign Language,dani1246
Indo-European,dani1285
Khoe-Kwadi,dani1286
Nuclear Trans New Guinea,dani1287
Mixed Language,dani1288
Sign Language,dani1289
Atlantic-Congo,dank1238
Austroasiatic,danl1238
Atlantic-Congo,danm1238
Mande,dann1241
Nuclear Trans New Guinea,dano1240
Afro-Asiatic,dans1239
Mande,dant1235
Uralic,danu1247
Turkic,danu1248
Austronesian,danu1250
Sino-Tibetan,danu1251
Hmong-Mien,daod1238
Sino-Tibetan,daof1238
Hmong-Mien,daoh1238
Sino-Tibetan,daoh1239
Hmong-Mien,daol1241
Hmong-Mien,daol1242
Austronesian,daon1242
Border,daon1243
Nuclear Trans New Guinea,daoo1238
Hmong-Mien,daoq1238
Austronesian,dapa1237
Austronesian,dapi1237
Atlantic-Congo,dapo1239
Sino-Tibetan,dapz1238
Indo-European,dara1250
Austronesian,dara1251
Mailuan,dara1252
Bookkeeping,dara1255
Dajuic,dard1243
Indo-European,dare1241
Kadugli-Krongo,dare1242
Maban,darf1238
Dajuic,darf1239
Nakh-Daghestanian,darg1241
Nakh-Daghestanian,darg1242
Indo-European,dari1249
Mongolic,dari1250
Afro-Asiatic,dari1254
Indo-European,darj1238
Mongolic,dark1243
Sino-Tibetan,darl1242
Pama-Nyungan,darl1243
Sino-Tibetan,darm1241
Sino-Tibetan,darm1242
Sino-Tibetan,darm1243
Austronesian,daro1239
Austronesian,daro1240
Indo-European,darr1238
Dajuic,dars1235
Sino-Tibetan,dart1238
Austronesian,daru1244
Kiwaian,daru1245
Bookkeeping,darw1234
Dravidian,dasa1237
Austronesian,dase1237
Indo-European,dash1238
Atlantic-Congo,dass1239
Afro-Asiatic,dass1243
Austronesian,data1234
Pama-Nyungan,dati1238
Sino-Tibetan,dati1239
Nilotic,dato1239
Sino-Tibetan,dats1234
Tucanoan,datu1239
Afro-Asiatic,daud1238
Austronesian,daui1237
Pama-Nyungan,daun1234
Indo-European,daup1247
Indo-European,daup1248
Nuclear Trans New Guinea,daup1249
Mongolic,daur1238
Austronesian,dauu1237
Indo-European,dava1244
Austronesian,dava1245
Indo-European,dava1249
Austronesian,dawa1241
Austronesian,dawa1242
Austronesian,dawa1243
Austronesian,dawe1237
Sino-Tibetan,dawe1238
Ta-Ne-Omotic,dawr1235
Ta-Ne-Omotic,dawr1236
Afro-Asiatic,dawr1243
Nadahup,daww1239
Atlantic-Congo,daxe1238
Sino-Tibetan,daya1244
Bookkeeping,daya1245
Sino-Tibetan,dayi1243
Pama-Nyungan,dayi1244
Atlantic-Congo,dayy1236
Saharan,daza1242
Unattested,daza1244
Sino-Tibetan,dazh1234
Sino-Tibetan,dbus1238
Central Sudanic,ddra1238
Anim,deaa1242
Koiarian,deaa1243
Sign Language,deaf1237
Tai-Kadai,deba1238
Sino-Tibetan,debb1238
Mande,debo1238
Sign Language,debr1240
Nubian,debr1242
Indo-European,decc1239
Sino-Tibetan,dech1234
Cariban,decu1237
Afro-Asiatic,dede1238
Atlantic-Congo,dedi1238
Nuclear Trans New Guinea,dedu1240
Mongolic,deed1234
Atlantic-Congo,deee1239
Atlantic-Congo,deen1238
Algic,deer1234
Ijoid,defa1248
Atlantic-Congo,defa1249
Atlantic-Congo,defa1250
Atlantic-Congo,defi1235
Atlantic-Congo,defo1239
Bookkeeping,dega1238
Afro-Asiatic,dega1239
Unclassifiable,dege1245
Atlantic-Congo,dege1246
Nuclear Trans New Guinea,dege1247
Athabaskan-Eyak-Tlingit,dege1248
Atlantic-Congo,dege1249
Atlantic-Congo,degg1238
Afro-Asiatic,dego1238
Indo-European,deha1238
Tai-Kadai,deho1238
Austronesian,dehu1237
Indo-European,dehv1238
Indo-European,dehw1238
Nuclear Trans New Guinea,deib1238
Timor-Alor-Pantar,dein1238
Lakes Plain,deir1239
Nakh-Daghestanian,dejb1238
Unattested,dekk1240
Gumuz,deko1238
Austronesian,dela1250
Austronesian,dela1251
Austronesian,dela1252
Algic,dela1253
Sign Language,delh1234
Atlantic-Congo,delo1240
Atlantic-Congo,delo1241
Atlantic-Congo,delt1251
Atlantic-Congo,delt1252
Cochimi-Yuman,delt1253
Yokutsan,delt1254
Pidgin,delw1234
Atlantic-Congo,dema1235
Afro-Asiatic,demb1239
Kadugli-Krongo,demi1241
Geelvink Bay,demi1242
NA,demm1245
Afro-Asiatic,dems1242
Afro-Asiatic,dems1243
Sentanic,demt1241
Pano-Tacanan,demu1235
Atlantic-Congo,dend1242
Songhay,dend1243
Atlantic-Congo,deng1249
Atlantic-Congo,deng1250
Atlantic-Congo,deng1251
Austronesian,deng1252
Austronesian,deng1253
Arawan,deni1241
Afro-Asiatic,deno1239
Atlantic-Congo,deny1238
Indo-European,deok1238
Sino-Tibetan,deor1238
Hmong-Mien,deot1238
Atlantic-Congo,depl1238
Indo-European,dera1244
Senagi,dera1245
Afro-Asiatic,dera1248
Indo-European,derb1244
Turkic,derb1245
Atlantic-Congo,dere1242
Mailuan,dere1243
Sino-Tibetan,derg1234
Sino-Tibetan,derm1238
Atlantic-Congo,deru1238
Tucanoan,desa1247
Pama-Nyungan,dese1234
Bookkeeping,desi1235
Indo-European,dess1238
Indo-European,desw1238
Khoe-Kwadi,deti1240
Indo-European,deve1238
Indo-European,devo1240
Indo-European,dewa1234
Gumuz,dewi1238
Atlantic-Congo,dewo1238
Indo-European,dezf1238
Afro-Asiatic,dezz1235
Sino-Tibetan,dgeb1234
Indo-European,dger1238
Afro-Asiatic,dghw1239
Afro-Asiatic,dghw1240
Sign Language,dgsi1234
Atlantic-Congo,dhai1238
Pama-Nyungan,dhal1245
Pama-Nyungan,dhal1246
Indo-European,dhan1264
Indo-European,dhan1265
Indo-European,dhan1266
Bookkeeping,dhan1267
Indo-European,dhan1268
Dravidian,dhan1269
Pama-Nyungan,dhan1270
Pama-Nyungan,dhan1271
Austronesian,dhao1237
Indo-European,dhar1245
Dravidian,dhar1246
Pama-Nyungan,dhar1247
Pama-Nyungan,dhar1248
Indo-European,dhat1238
Pama-Nyungan,dhaw1234
Siouan,dheg1241
Austroasiatic,dhel1238
Sino-Tibetan,dhim1245
Sino-Tibetan,dhim1246
Pama-Nyungan,dhir1238
Indo-European,dhiv1236
Indo-European,dhod1238
Afro-Asiatic,dhof1235
Indo-European,dhol1238
Mande,dhoo1234
Nilotic,dhop1238
Pama-Nyungan,dhud1236
Pama-Nyungan,dhud1237
Sino-Tibetan,dhul1234
Indo-European,dhun1238
Pama-Nyungan,dhun1239
Pama-Nyungan,dhur1239
Pama-Nyungan,dhuw1248
Pama-Nyungan,dhuw1249
Pama-Nyungan,dhuw1250
Nuclear Torricelli,diaa1238
Atlantic-Congo,diab1238
Indo-European,diad1234
Tupian,diah1239
Atlantic-Congo,diam1238
Gumuz,diba1240
Austronesian,diba1241
Austronesian,diba1242
NA,dibi1240
Atlantic-Congo,dibo1245
Atlantic-Congo,dibo1246
Atlantic-Congo,dibo1247
Atlantic-Congo,dibo1249
Atlantic-Congo,dibo1250
Sino-Tibetan,dibu1238
Austronesian,dica1235
Atlantic-Congo,dida1244
Atlantic-Congo,dida1245
Central Sudanic,didi1255
Surmic,didi1256
Surmic,didi1257
Surmic,didi1258
Austronesian,didi1259
Manubaran,didi1260
Nakh-Daghestanian,dido1241
Tai-Kadai,diee1238
Cochimi-Yuman,dieg1234
Pama-Nyungan,dier1240
Pama-Nyungan,dier1241
Sino-Tibetan,diga1241
Afro-Asiatic,diga1245
Indo-European,digo1242
Atlantic-Congo,digo1243
Austroasiatic,dihb1240
Afro-Asiatic,dihi1238
Afro-Asiatic,diho1238
Atlantic-Congo,diic1235
Atlantic-Congo,diii1241
Atlantic-Congo,diji1241
Atlantic-Congo,diji1242
Austronesian,dika1237
Sino-Tibetan,dikh1234
Indo-European,diki1238
Atlantic-Congo,diko1241
Atlantic-Congo,diko1242
Atlantic-Congo,diku1238
Austronesian,dila1238
Nubian,dill1242
Unclassifiable,dima1246
Sino-Tibetan,dima1250
Sino-Tibetan,dima1251
Dagan,dima1252
Sino-Tibetan,dima1253
Atlantic-Congo,dimb1238
South Omotic,dime1235
Afro-Asiatic,dime1245
Nuclear Trans New Guinea,dimi1244
Nuclear Trans New Guinea,dimi1245
Indo-European,diml1238
Sino-Tibetan,dimm1239
Afro-Asiatic,dimm1243
Indo-European,dimo1238
Sino-Tibetan,dimp1238
Atlantic-Congo,ding1239
Nuclear Trans New Guinea,ding1240
Pama-Nyungan,ding1241
Sino-Tibetan,ding1242
Sino-Tibetan,ding1243
Nilotic,dink1261
Nilotic,dink1262
Turkic,dinl1238
Atlantic-Congo,diob1238
Austronesian,diod1237
Atlantic-Congo,dioo1238
Mande,diou1238
Pama-Nyungan,dira1238
Afro-Asiatic,dira1242
Atlantic-Congo,diri1252
Atlantic-Congo,diri1253
Otomanguean,diri1255
Afro-Asiatic,diri1259
Atlantic-Congo,diri1260
Afro-Asiatic,dirr1240
Indo-European,dirs1236
Central Sudanic,disa1239
Gumuz,diso1238
Austronesian,disp1238
Atlantic-Congo,dita1238
Atlantic-Congo,dita1239
Indo-European,dith1234
Wakashan,diti1235
Austronesian,diuu1237
Nuclear Trans New Guinea,diuw1238
Otomanguean,diux1235
Atlantic-Congo,divo1238
Austronesian,diwi1237
Austronesian,dixo1238
Dizoid,dizi1235
NA,dizo1235
Pama-Nyungan,djab1234
Pama-Nyungan,djad1244
Central Sudanic,djad1245
Pama-Nyungan,djad1246
Atlantic-Congo,djaf1238
Mirndi,djam1254
Mirndi,djam1255
Pama-Nyungan,djam1256
Atlantic-Congo,djam1257
Austronesian,djam1258
Pama-Nyungan,djan1238
Pama-Nyungan,djap1238
Pama-Nyungan,djar1244
Pama-Nyungan,djar1245
Gunwinyguan,djau1244
Nyulnyulan,djaw1238
Maningrida,djee1236
Atlantic-Congo,djem1238
Songhay,djen1242
Songhay,djen1243
Nuclear-Macro-Je,djeo1235
Atlantic-Congo,djia1238
Atlantic-Congo,djid1238
Atlantic-Congo,djim1235
Afro-Asiatic,djim1239
Mirndi,djin1251
Pama-Nyungan,djin1252
Pama-Nyungan,djin1253
Pama-Nyungan,djiw1240
Pama-Nyungan,djiw1241
Atlantic-Congo,djou1238
Atlantic-Congo,djua1238
Indo-European,djug1234
Indo-European,djur1234
Pama-Nyungan,djuw1238
Afro-Asiatic,dlig1238
Atlantic-Congo,dlog1238
Indo-European,doab1238
Austronesian,dobe1238
Afro-Asiatic,dobe1242
Austronesian,dobe1243
Afro-Asiatic,dobi1240
Sino-Tibetan,dobo1243
Austronesian,dobo1244
Austronesian,dobu1240
Austronesian,dobu1241
Sino-Tibetan,doch1234
Indo-European,dode1238
North Halmahera,dodi1239
Nilotic,dodo1240
Atlantic-Congo,doee1238
Afro-Asiatic,doee1242
Atlantic-Congo,dofa1238
Austronesian,doga1238
Afro-Asiatic,doga1242
Atlantic-Congo,dogb1238
Nuclear Trans New Guinea,dogh1241
Atlantic-Congo,dogo1292
Atlantic-Congo,dogo1293
Atlantic-Congo,dogo1294
Atlantic-Congo,dogo1295
Central Sudanic,dogo1296
Heibanic,dogo1297
NA,dogo1299
Atlantic-Congo,dogo1300
Indo-European,dogr1250
Indo-European,dogr1251
Athabaskan-Eyak-Tlingit,dogr1252
Dogon,dogu1235
Austronesian,doho1239
Afro-Asiatic,dohu1239
Austroasiatic,doii1241
Austronesian,doii1242
Atlantic-Congo,doka1242
Central Sudanic,doka1243
Afro-Asiatic,doka1247
Atlantic-Congo,doko1243
Atlantic-Congo,doko1244
Turkic,dolg1241
Atlantic-Congo,doli1238
Afro-Asiatic,doli1242
Sino-Tibetan,dolk1238
Uto-Aztecan,dolo1238
Sino-Tibetan,dolp1238
Sino-Tibetan,dolp1239
Indo-European,doma1258
Indo-European,doma1259
Indo-European,doma1260
Atlantic-Congo,doma1261
Mailuan,doma1262
Yareban,doma1263
South Bird's Head Family,domb1240
Atlantic-Congo,domb1245
Atlantic-Congo,domb1246
Atlantic-Congo,domb1247
Sign Language,domi1236
Khoe-Kwadi,domk1238
Dravidian,domm1245
Nuclear Trans New Guinea,domm1246
Dogon,domn1238
Afro-Asiatic,domo1238
Atlantic-Congo,domp1238
Indo-European,domr1239
Mailuan,domu1245
Nuclear Trans New Guinea,domu1246
Atlantic-Congo,dond1246
Atlantic-Congo,dond1247
Maban,dond1248
Austronesian,dond1249
Indo-European,done1238
Indo-European,done1239
Mongolic,dong1285
Sino-Tibetan,dong1286
Hmong-Mien,dong1287
Nubian,dong1288
Atlantic-Congo,dong1289
Atlantic-Congo,dong1290
Atlantic-Congo,dong1291
Atlantic-Congo,dong1292
Atlantic-Congo,dong1293
Nilotic,dong1294
Nilotic,dong1295
Kresh-Aja,dong1296
Austronesian,dong1297
Sino-Tibetan,dong1298
Sino-Tibetan,dong1299
Dogon,donn1239
Afro-Asiatic,dook1241
Atlantic-Congo,doon1238
Chibchan,dora1241
Chibchan,dora1242
Mongolic,dorb1242
Atlantic-Congo,dorb1243
Sino-Tibetan,dord1238
Austronesian,dori1246
Yareban,dori1247
Indo-European,dori1248
Dravidian,dorl1237
Atlantic-Congo,doro1261
Nilotic,doro1262
Heibanic,doro1263
Austronesian,doro1264
Eastern Trans-Fly,doro1265
Manubaran,doro1266
Bookkeeping,doro1267
Nilotic,dorr1240
Austroasiatic,dorr1248
Saharan,dorr1249
Dizoid,dors1239
Indo-European,dors1240
Sino-Tibetan,doru1238
Ta-Ne-Omotic,dorz1235
NA,doso1238
Doso-Turumsa,doso1239
Indo-European,dote1238
Indo-European,doty1234
Sign Language,doue1234
Afro-Asiatic,doug1241
Afro-Asiatic,doug1242
Indo-European,douk1234
Kiwaian,doum1239
Atlantic-Congo,doun1238
Atlantic-Congo,dour1238
Afro-Asiatic,dour1242
Lakes Plain,dout1239
Lakes Plain,dout1240
Sino-Tibetan,down1239
Sino-Tibetan,down1240
Atlantic-Congo,doya1240
Sino-Tibetan,drag1234
Atlantic-Congo,dram1239
Indo-European,dras1242
NA,drav1251
Unattested,drav1252
Morehead-Wasur,dree1234
Austronesian,dreh1238
Indo-European,dren1238
Sino-Tibetan,drig1234
Afro-Asiatic,droo1238
Sino-Tibetan,drun1238
Atlantic-Congo,dual1243
Atlantic-Congo,dual1244
Atlantic-Congo,dual1245
Austronesian,duan1242
Austronesian,duau1237
Indo-European,dube1239
Indo-European,dubl1239
Pauwasi,dubu1240
Austronesian,ducl1237
Austroasiatic,dudh1239
Nuclear Trans New Guinea,dudu1240
Atlantic-Congo,dugb1238
Atlantic-Congo,dugu1248
Atlantic-Congo,dugu1249
Heibanic,dugu1250
Afro-Asiatic,dugu1257
Afro-Asiatic,dugu1258
Afro-Asiatic,dugw1239
Austronesian,duht1237
Afro-Asiatic,duhw1236
Chibchan,duit1239
Atlantic-Congo,duka1247
Senagi,duka1248
Huitotoan,duka1249
Atlantic-Congo,duka1250
Austronesian,duke1237
Turkic,dukh1234
Atlantic-Congo,dukp1238
Indo-European,duks1238
Heibanic,dukw1238
Atlantic-Congo,dulb1238
Austronesian,dulh1234
Atlantic-Congo,duli1241
Afro-Asiatic,dull1239
Sino-Tibetan,dulo1242
